,RECV_CPLT_DM,EVT_CL_CD,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,RECV_minute,RECV_second,total_address,city,cluster
259,20/12/23 14:37:00,401,세종특별자치시 세종시 어진동(행정:도담동) ,127.262302,36.507359,20,12,23,14,37,0,"농협세종통합센터, 도움8로, 어진동, 도담동, 세종, 30103, 대한민국",세종특별자치시,34
260,20/12/23 14:23:11,401,세종특별자치시 세종시 나성동(행정:새롬동) 798,127.257746,36.489616,20,12,23,14,23,11,"메가타워1, 9, 나성북로, 나성동, 새롬동, 세종, 30128, 대한민국",세종특별자치시,43
261,20/12/25 17:15:49,401,세종특별자치시 세종시 도담동(행정:도담동) 928,127.25875433,36.5122671,20,12,25,17,15,49,"도담동, 세종, 30098, 대한민국",세종특별자치시,35
265,20/12/25 15:04:39,401,세종특별자치시 세종시 소담동(행정:소담동) 333-10,127.29791889,36.4847398,20,12,25,15,4,39,"306동, 236, 시청대로, 소담동, 호탄리, 세종, 30150, 대한민국",세종특별자치시,22
266,20/12/25 18:12:48,401,세종특별자치시 세종시 소담동(행정:소담동) 35-4,127.303408,36.486339,20,12,25,18,12,48,"법원4로, 소담동, 장재리, 세종, 30148, 대한민국",세종특별자치시,22
267,20/12/26 10:48:09,401,세종특별자치시 세종시 부강면 부강리(부강면) 415-1,127.36643723,36.53020734,20,12,26,10,48,9,"부강면, 부강2길, 부강면, 세종, 30086, 대한민국",세종특별자치시,4
269,20/12/28 07:31:00,401,세종특별자치시 세종시 한솔동(한솔동) 984,127.25290732,36.47197536,20,12,28,7,31,0,"가람교차로, 나리로, 가람동, 한솔동, 세종, 30130, 대한민국",세종특별자치시,13
270,20/12/28 10:50:29,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 449,127.3676,36.53103,20,12,28,10,50,29,"부강1길, 부강면, 세종, 30075, 대한민국",세종특별자치시,4
271,20/12/28 07:22:17,401,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25260315,36.47145149,20,12,28,7,22,17,"금송로, 가람동, 한솔동, 세종, 30130, 대한민국",세종특별자치시,13
272,20/12/28 09:40:20,401,세종특별자치시 세종시 연기면 해밀리(연기면) 373-2 ,127.2626888,36.52684259,20,12,28,9,40,20,"한누리대로, 해밀동, 도담동, 세종, 30092, 대한민국",세종특별자치시,14
273,20/12/28 08:26:31,401,세종특별자치시 세종시 장군면 도계리(장군면) 149-7,127.20423534,36.49784519,20,12,28,8,26,31,"숲빌리지, 무넘이길, 장군면, 세종, 30053, 대한민국",세종특별자치시,7
275,20/12/26 19:01:33,401,세종특별자치시 세종시 가람동(한솔동) 486,127.25103548,36.46949062,20,12,26,19,1,33,"이마트 세종점, 687, 금송로, 가람동, 한솔동, 세종, 30065, 대한민국",세종특별자치시,13
276,20/12/26 18:16:35,401,세종특별자치시 세종시 금남면 용포리(금남면) 91-5,127.28076537,36.46358958,20,12,26,18,16,35,"보람119안전센터 금남면전담의용소방대, 용포로, 금남면, 세종, 30083, 대한민국",세종특별자치시,26
277,20/12/27 17:36:19,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 4-1,127.300435,36.601354,20,12,27,17,36,19,"세종전통시장, 새내9길, 조치원읍, 세종, 30028, 대한민국",세종특별자치시,25
278,20/12/29 00:55:27,401,세종특별자치시 세종시 고운동(행정:고운동) ,127.23511,36.520885,20,12,29,0,55,27,"마음로, 고운동, 세종, 30062, 대한민국",세종특별자치시,30
282,20/12/29 20:54:12,401,세종특별자치시 세종시 소담동(행정:소담동) 32-41,127.30536,36.48193,20,12,29,20,54,12,"506동, 남세종로, 소담동, 장재리, 세종, 30150, 대한민국",세종특별자치시,20
283,20/12/31 10:53:33,401,세종특별자치시 세종시 부강면 부강리(부강면) 541-2,127.37276425,36.52760293,20,12,31,10,53,33,"부강면, 세종, 30075, 대한민국",세종특별자치시,4
286,20/12/29 17:51:42,401,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 271-6,127.29083776,36.59527659,20,12,29,17,51,42,"56, 대첩로, 조치원읍, 세종, 30030, 대한민국",세종특별자치시,15
287,20/12/29 18:46:00,401,세종특별자치시 세종시 새롬동(행정:새롬동) 341-95,127.251358,36.484395,20,12,29,18,46,0,"무지개타워, 41, 새롬중앙로, 새롬동, 세종, 30126, 대한민국",세종특별자치시,31
288,20/12/29 18:41:03,401,세종특별자치시 세종시 새롬동(행정:새롬동) 341-95,127.251358,36.484395,20,12,29,18,41,3,"무지개타워, 41, 새롬중앙로, 새롬동, 세종, 30126, 대한민국",세종특별자치시,31
289,20/12/29 17:42:07,401,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 271-6,127.29083776,36.59527659,20,12,29,17,42,7,"56, 대첩로, 조치원읍, 세종, 30030, 대한민국",세종특별자치시,15
290,20/12/29 17:47:47,401,세종특별자치시 세종시 대평동(대평동) 77-45,127.28181384,36.47014565,20,12,29,17,47,47,"416동, 대평로, 대평동, 용포리, 세종, 30153, 대한민국",세종특별자치시,26
291,20/12/29 17:43:28,401,세종특별자치시 세종시 대평동(대평동) 77-47,127.28188402,36.46998767,20,12,29,17,43,28,"417동, 행복대로, 대평동, 용포리, 세종, 30153, 대한민국",세종특별자치시,26
292,20/12/29 17:46:35,401,세종특별자치시 세종시 대평동(대평동) 77-45,127.28178548,36.47011796,20,12,29,17,46,35,"416동, 대평로, 대평동, 용포리, 세종, 30153, 대한민국",세종특별자치시,26
293,20/12/29 18:13:08,401,세종특별자치시 세종시 대평동(대평동) 610,127.2781471,36.47311741,20,12,29,18,13,8,"516동, 대평로, 대평동, 용포리, 세종, 30153, 대한민국",세종특별자치시,28
299,20/12/31 18:29:54,401,세종특별자치시 세종시 종촌동(행정:종촌동) 669,127.25016145,36.50242785,20,12,31,18,29,54,"달빛로, 종촌동, 세종, 30064, 대한민국",세종특별자치시,38
300,20/12/31 21:09:23,401,세종특별자치시 세종시 한솔동(한솔동) 168-89 ,127.26078163,36.47948245,20,12,31,21,9,23,"302동, 15, 나리1로, 한솔동, 세종, 30130, 대한민국",세종특별자치시,44
305,20/12/30 11:17:58,401,세종특별자치시 세종시 고운동(도담동) 산159 ,127.23949629,36.51613649,20,12,30,11,17,58,"1605동, 만남로, 고운동, 세종, 30101, 대한민국",세종특별자치시,30
309,20/12/30 16:59:10,401,세종특별자치시 세종시 대평동(행정:대평동) 63-16,127.277216,36.47323,20,12,30,16,59,10,"펠리체타워1, 한누리대로, 대평동, 용포리, 세종, 30153, 대한민국",세종특별자치시,28
310,20/12/30 22:56:57,401,세종특별자치시 세종시 연기면 보통리(행정:연기면) 384-6,127.276945,36.554438,20,12,30,22,56,57,"당산로, 연기면, 세종, 30058, 대한민국",세종특별자치시,9
311,20/12/30 22:37:50,401,세종특별자치시 세종시 보람동(행정:보람동) 628-4,127.289132,36.47784,20,12,30,22,37,50,"골드타워, 51, 호려울로, 보람동, 신촌리, 세종, 30151, 대한민국",세종특별자치시,23
312,21/01/01 15:22:13,401,세종특별자치시 세종시 어진동(도담동) 596,127.26264364,36.49697987,21,1,1,15,22,13,"진산로, 양전리, 금산군, 충청남도, 32733, 대한민국",세종특별자치시,36
315,21/01/03 10:21:08,401,세종특별자치시 세종시 금남면 용포리(금남면) 350-2,127.2777778,36.4633333,21,1,3,10,21,8,"부춘4로, 읍내동, 서산시, 충청남도, 31970, 대한민국",세종특별자치시,26
316,21/01/02 13:12:35,401,세종특별자치시 세종시 어진동(도담동) 547,127.2627778,36.5083333,21,1,2,13,12,35,"5산단로, 동남구, 천안시, 충청남도, 31251, 대한민국",세종특별자치시,34
317,21/01/02 13:31:15,401,세종특별자치시 세종시 전의면 읍내리(전의면) 253-13,127.20380902,36.67942523,21,1,2,13,31,15,"안서동, 동남구, 천안시, 충청남도, 31066, 대한민국",세종특별자치시,0
318,21/01/02 14:21:34,401,세종특별자치시 세종시 가람동(한솔동) 65-9,127.25185951,36.47056028,21,1,2,14,21,34,"마루호텔, 16-1, 전막2길, 신관동, 공주시, 충청남도, 32573, 대한민국",세종특별자치시,13
319,21/01/02 14:54:13,401,세종특별자치시 세종시 연기면 세종리(연기면) 752-25,127.25758722,36.46988592,21,1,2,14,54,13,"SK천안주유소, 중앙로, 성황동, 동남구, 천안시, 충청남도, 31120, 대한민국",세종특별자치시,13
325,21/01/02 16:17:15,401,세종특별자치시 세종시 금남면 두만리(행정:금남면) 336-3,127.283383,36.434262,21,1,2,16,17,15,"대전전민중학교, 엑스포로466번길, 전민동, 유성구, 대전, 34048, 대한민국",세종특별자치시,6
326,21/01/03 16:28:31,401,세종특별자치시 세종시 고운동(고운동) 381-6,127.24766803,36.52897855,21,1,3,16,28,31,"푸른아파트 놀이터, 계족로476번길, 푸른아파트, 동구, 대전, 34541, 대한민국",세종특별자치시,17
328,21/01/05 21:52:55,401,세종특별자치시 세종시 합강동(연동면) 10-64,127.32355369,36.52958103,21,1,5,21,52,55,"Korean BBQ, 용화고길79번길, 아산시, 충청남도, 31578, 대한민국",세종특별자치시,5
330,21/01/07 06:11:43,401,세종특별자치시 세종시 금남면 두만리(금남면) 412-1,127.286375,36.437606,21,1,7,6,11,43,"이마트 세종점, 687, 금송로, 가람동, 한솔동, 세종, 30065, 대한민국",세종특별자치시,6
332,21/01/07 07:32:28,401,세종특별자치시 세종시 합강동(소담동) 산86-8,127.32815266,36.52546406,21,1,7,7,32,28,"경부고속도로, 삼룡동, 동남구, 천안시, 충청남도, 31070, 대한민국",세종특별자치시,5
335,21/01/07 08:36:13,401,세종특별자치시 세종시 가람동(한솔동) 486-48,127.25035039,36.46855557,21,1,7,8,36,13,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국",세종특별자치시,13
336,21/01/04 12:01:00,401,세종특별자치시 세종시 조치원읍 정리(조치원읍) 102-1,127.29777932,36.59999728,21,1,4,12,1,0,"백제사신로, 탑곡리, 서산시, 충청남도, 31936, 대한민국",세종특별자치시,25
337,21/01/04 12:05:17,401,세종특별자치시 세종시 조치원읍 정리(조치원읍) 33-3,127.29962136,36.5997484,21,1,4,12,5,17,"두정동, 서북구, 천안시, 충청남도, 31114, 대한민국",세종특별자치시,25
339,21/01/03 15:45:49,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 396,127.29037,36.59083,21,1,3,15,45,49,"호수공원사거리, 호수공원1로, 읍내동, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,16
343,21/01/06 02:34:17,401,세종특별자치시 세종시 소정면 운당리(소정면) 35-9,127.1522212,36.69805348,21,1,6,2,34,17,"좌부동, 중리, 아산시, 충청남도, 31581, 대한민국",세종특별자치시,1
347,21/01/05 01:14:25,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 96-6,127.29678713,36.59208953,21,1,5,1,14,25,"이상운재활의학과의원, 계백로, 유천2동, 유천동, 중구, 대전, 34899, 대한민국",세종특별자치시,16
348,21/01/05 01:15:08,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 96-6,127.2965807,36.59206055,21,1,5,1,15,8,"이상운재활의학과의원, 계백로, 유천2동, 유천동, 중구, 대전, 34899, 대한민국",세종특별자치시,16
349,21/01/07 12:26:40,401,세종특별자치시 세종시 전동면 석곡리(전동면) 382-6,127.26379749,36.65031992,21,1,7,12,26,40,"대흥치과, 목척7길, 은행동, 은행선화동, 중구, 대전, 34921, 대한민국",세종특별자치시,3
350,21/01/06 18:17:40,401,세종특별자치시 세종시 금남면 용포리(행정:금남면) ,127.280577,36.467591,21,1,6,18,17,40,"203, 송강로, 송강동, 구즉동, 유성구, 대전, 34011, 대한민국",세종특별자치시,26
351,21/01/06 14:27:42,401,세종특별자치시 세종시 연기면 세종리(연기면) 67-57,127.318304,36.523973,21,1,6,14,27,42,"송림로, 노은2동, 노은동, 유성구, 대전, 34061, 대한민국",세종특별자치시,5
352,21/01/06 19:27:14,401,세종특별자치시 세종시 도담동(도담동) 584,127.25828022,36.51807098,21,1,6,19,27,14,"이모레퍼시픽, 대덕대로249번길, 둔산2동, 둔산동, 서구, 대전, 35232, 대한민국",세종특별자치시,35
354,21/01/04 17:45:41,401,세종특별자치시 세종시 새롬동(행정:새롬동) 산25,127.25047479,36.48619911,21,1,4,17,45,41,"404, 쌍용14길, 쌍용동, 쌍용2동, 쌍용동, 서북구, 천안시, 충청남도, 31172, 대한민국",세종특별자치시,31
355,21/01/05 16:56:28,401,세종특별자치시 세종시 합강동(소담동) 177-5,127.3233333,36.5288889,21,1,5,16,56,28,"교천지산길, 동남구, 천안시, 충청남도, 31233, 대한민국",세종특별자치시,5
356,21/01/04 15:30:42,401,세종특별자치시 세종시 아름동(아름동) 1293,127.249344,36.511731,21,1,4,15,30,42,"제일내과의원, 중앙로492번길, 화지동, 논산시, 충청남도, 32968, 대한민국",세종특별자치시,33
357,21/01/05 17:42:38,401,세종특별자치시 세종시 대평동(행정:대평동) 269-14,127.27376821,36.46918043,21,1,5,17,42,38,"세븐일레븐 대전노은점, 은구비서로, 노은1동, 노은동, 유성구, 대전, 34087, 대한민국",세종특별자치시,27
358,21/01/05 18:02:59,401,세종특별자치시 세종시 종촌동(종촌동) 649-1,127.24961841,36.50593147,21,1,5,18,2,59,"성세병원, 온천북로33번길, 봉명동, 온천1동, 온천동, 유성구, 대전, 34184, 대한민국",세종특별자치시,38
359,21/01/05 18:18:22,401,세종특별자치시 세종시 합강동(소담동) 10-32,127.32328875,36.52932892,21,1,5,18,18,22,"삼성생명대전둔산빌딩, 한밭대로, 관저2동, 둔산동, 월평동, 서구, 대전, 35232, 대한민국",세종특별자치시,5
360,21/01/07 03:08:37,401,세종특별자치시 세종시 아름동(행정:아름동) ,127.248802,36.527806,21,1,7,3,8,37,"이공갤러리, 대흥로139번길, 대흥동, 중구, 대전, 34915, 대한민국",세종특별자치시,17
361,21/01/06 12:24:49,401,세종특별자치시 세종시 어진동(행정:도담동) 657,127.26494,36.49563,21,1,6,12,24,49,"계족로489번길, 용전동, 동구, 대전, 34541, 대한민국",세종특별자치시,36
362,21/01/06 11:53:00,401,세종특별자치시 세종시 소담동(행정:소담동) 37-7,127.301048,36.485562,21,1,6,11,53,0,"윗둔지니사거리, 청사서로, 월평2동, 월평동, 서구, 대전, 35214, 대한민국",세종특별자치시,22
367,21/01/08 18:25:27,401,세종특별자치시 세종시 금남면 용포리(행정:금남면) 190-7,127.28227,36.4664,21,1,8,18,25,27,"태전로, 삼성동, 동구, 대전, 34570, 대한민국",세종특별자치시,26
368,21/01/02 20:43:18,401,세종특별자치시 세종시 종촌동(종촌동) 690-2,127.24750882,36.50215026,21,1,2,20,43,18,"성연1로, 오사리, 서산시, 충청남도, 31930, 대한민국",세종특별자치시,38
370,21/01/04 19:19:29,401,세종특별자치시 세종시 다정동(다정동) 308-1,127.24107742,36.49965048,21,1,4,19,19,29,"동남리, 부여군, 충청남도, 33156, 대한민국",세종특별자치시,40
371,21/01/09 11:24:55,401,세종특별자치시 세종시 부강면 갈산리(부강면) 산51-23,127.35650658,36.54231408,21,1,9,11,24,55,"110, 수곡로, 신방동, 쌍용동, 동남구, 천안시, 충청남도, 31176, 대한민국",세종특별자치시,4
372,21/01/11 00:11:30,401,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 100-5,127.29470127,36.60366385,21,1,11,0,11,30,"의사로43번길, 대교리, 홍성군, 충청남도, 32236, 대한민국",세종특별자치시,18
373,21/01/07 10:44:00,401,세종특별자치시 세종시 도담동(행정:도담동) ,127.258357,36.51653,21,1,7,10,44,0,"당진중앙3로, 읍내동, 당진시, 충청남도, 31769, 대한민국",세종특별자치시,35
374,21/01/07 13:49:57,401,세종특별자치시 세종시 종촌동(종촌동) 672-1,127.24799065,36.50221077,21,1,7,13,49,57,"내동, 와야리, 논산시, 충청남도, 32998, 대한민국",세종특별자치시,38
380,21/01/08 12:11:50,401,세종특별자치시 세종시 다정동(행정:종촌동) ,127.240469,36.499754,21,1,8,12,11,50,"경부고속도로, 삼룡동, 동남구, 천안시, 충청남도, 31070, 대한민국",세종특별자치시,40
383,21/01/08 08:53:39,401,세종특별자치시 세종시 다정동(다정동) 50-12,127.2405667,36.49968037,21,1,8,8,53,39,"거산리, 당진시, 충청남도, 31741, 대한민국",세종특별자치시,40
